#Table1
ra,dec,u,g,r,i,z,type,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,deVRad_u,deVRad_g,deVRad_r,deVRad_i,deVRad_z,deVAB_u,deVAB_g,deVAB_r,deVAB_i,deVAB_z,deVPhi_u,deVPhi_g,deVPhi_r,deVPhi_i,deVPhi_z,expRad_u,expRad_g,expRad_r,expRad_i,expRad_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,expPhi_u,expPhi_g,expPhi_r,expPhi_i,expPhi_z
36.4332780153555,-5.8323200761983,23.78031,22.6424,21.14311,19.94975,19.27951,6,1.216905,1.198867,1.145417,1.035532,1.036855,0.4606131,1.91836,1.22001,1.171235,1.138213,0.3615791,0.5864739,8.878423E-05,0.005817798,0.1017765,0.05,0.05,0.7601609,0.7190439,0.5145518,102.4951,74.52196,133.6281,64.01857,41.9926,0.472279,0.0004662148,0,0.07318831,0.1595659,0.08319943,0.2627599,0.8489813,0.4172671,0.624747,104.9998,110.7468,133.7591,100.3379,42.41505
36.4479514979542,-5.9487866948675,23.43718,22.70445,21.14843,20.57018,20.01163,6,1.216734,1.17877,1.071622,0.9790665,1.001209,-9999,0.8230302,1.071044,1.539451,0.9259781,2.64899,0.09334011,0.1107422,0.06740311,0.231025,0.05,0.699912,0.08631812,0.1968479,0.1996392,70.0726,38.30497,103.2645,70.39962,48.65477,1.431819,0.1865832,0.161001,0.1171579,0.2863809,0.05,0.4501626,0.09648149,0.1500161,0.4433627,58.61606,36.29777,103.4922,70.36317,59.51133
36.5453854673426,-6.00649648833219,25.09806,22.66361,21.15279,20.08365,19.64081,6,1.279891,1.225231,1.074637,1.08064,0.9518345,2.028788,1.758468,1.271443,1.126137,0.798472,19.12629,0.4972225,0.05468556,0.05413273,7.279318E-05,0.05,0.4632173,0.2002716,0.07018925,0.6540561,160.9325,45.91323,28.27303,167.1819,101.1979,4.249197,0.5309396,0.08779828,0.07620269,0.001576507,0.05,0.2106343,0.2040268,0.1572123,0.06587245,158.982,42.29164,29.19868,167.1684,101.2332
36.5611488188197,-5.81157462532127,24.48569,23.11653,21.15831,20.74848,20.32573,6,1.193824,1.18689,1.168127,1.000891,0.959115,0.8424399,0.9551666,1.20594,1.066333,0.8514922,2.76407,0.0980358,0.1146191,0.1766666,0.1879523,0.05,0.2286523,0.8786259,0.10174,0.09995224,51.24866,167.7735,56.27214,159.1251,5.880369,1.232261,0.1958476,0.1626561,0.2402671,0.2623308,0.05,0.06939146,0.900349,0.15836,0.147732,49.29518,169.6787,57.34507,156.7308,8.668911
36.3575609727687,-5.92137833656567,25.19584,22.49483,21.15954,20.24536,19.7083,6,1.214279,1.174288,1.076986,1.027363,0.9857549,-9999,1.290402,1.018418,1.166395,1.389463,1.645452E-06,0.0003615641,0.02986629,0.0006108089,0.02035424,0.2161057,0.8498704,0.3976682,0.6491703,0.6982048,69.67426,108.2937,124.8643,129.7376,14.25988,0.0009838227,0.0002736102,0.04155325,0.0007597709,0.02308902,0.1062329,0.9315643,0.3697963,0.7509257,0.6950244,69.64732,108.4016,125.0336,129.7544,14.21579
36.5550217071011,-5.81479566381615,23.20749,21.50762,21.2001,21.08904,21.05247,6,1.193069,1.187127,1.167702,1.000388,0.9605786,0.05608227,1.295416,1.511177,1.303946,0.6373662,0.2938754,0.0895199,0.01771946,0.2769099,0.2360622,0.07502149,0.799592,0.110823,0.05,0.06993016,57.98708,70.90517,133.4183,134.5588,144.0917,0.5881404,0.1344986,0.0414743,0.3204188,0.3684565,0.05,0.8754473,0.05641536,0.05,0.0964215,57.54848,70.89209,133.4432,135.5999,144.2166
36.4909916840512,-5.93515371613301,24.98133,22.7739,21.20612,20.45388,20.11545,6,1.217123,1.174841,1.084542,0.968469,1.000072,-9999,0.8828525,1.302427,1.441935,0.5430595,0.001327465,0.2820376,0.1892373,0.1723127,0.07823327,0.05,0.05,0.3238364,0.5754695,0.283679,73.0238,21.5495,99.24991,105.9695,71.83231,0.005523482,0.2790213,0.2692807,0.2178332,0.132112,0.05,0.09756107,0.4408239,0.6058782,0.2499909,72.93825,34.3757,101.7586,106.2381,71.8054
36.395636739511,-5.94547860514404,22.66578,21.57845,21.25416,21.18104,21.09406,6,1.213718,1.19385,1.068838,1.001582,0.9987368,1.691144,1.461535,0.9953249,1.603599,1.013339,0.9548078,0.08544736,0.1342557,0.2074313,0.2361709,0.05,0.1555403,0.1160702,0.05209957,0.08121424,121.6797,71.3638,91.8157,130.3288,125.7239,1.070084,0.125975,0.1616894,0.2670028,0.3554052,0.05,0.3500033,0.4774003,0.14897,0.08551002,120.3569,71.76917,97.77069,133.2103,126.4039
36.533833170757,-5.89288631306502,23.0479,21.48497,21.26186,21.04596,21.13728,6,1.214999,1.188675,1.12447,0.9767621,0.985759,0.7245489,1.50275,1.353093,1.09444,0.06357865,0.01165175,0.08062511,0.06396073,0.1244687,7.333447E-05,0.05083361,0.05,0.2822678,0.09379872,0.1980586,8.136891,66.70722,108.1701,109.9566,91.27398,0.09446167,0.04586016,0.1042088,0.1666156,0.02524997,0.05,0.24716,0.2499163,0.05960525,0.2811394,8.886068,72.79631,108.1839,107.2568,168.6944
36.5110495921284,-5.89643100939153,25.73931,22.46811,21.31531,20.09689,19.34517,6,1.215852,1.191039,1.117827,0.9796581,1.002339,-9999,0.9832844,1.713887,1.236235,1.392168,0.08878215,0.2361081,0.1145277,0.01793672,0.05901525,0.9997407,0.09223295,0.4321208,0.2566891,0.9996811,80.46069,105.1462,132.1683,97.65658,107.6193,0.7554067,0.3301945,0.1714589,0.02580384,0.07848854,0.9997146,0.09185579,0.5649905,0.2569567,0.9996691,81.51203,102.5805,132.032,97.66663,108.1498
36.5327037564443,-5.81817189756841,26.21197,22.84122,21.33986,20.39275,19.72502,6,1.193582,1.187953,1.165177,1.00161,0.9871341,-9999,1.916918,1.315529,0.9737068,1.56352,1.80523,0.5649202,0.2428904,0.1270181,0.1166167,0.9999545,0.3719769,0.09891365,0.1985322,0.1461056,63.80237,156.9172,155.5585,158.0269,42.92524,1.129003,0.001919131,0.3436452,5.565453E-05,0.136435,0.9998154,0.2871083,0.1006087,0.05,0.1350701,63.43206,66.59202,154.5899,132.8457,43.72239
36.4755293360136,-5.94193038230943,23.37931,21.99524,21.34748,21.18437,20.60161,6,1.2156,1.174561,1.07848,0.970463,1.001319,1.887656,1.541947,1.11056,1.453329,1.837262,2.033508,0.2581935,0.0001954023,0.2193016,0.07356538,0.05,0.3001043,0.4931466,0.4335155,0.2910734,85.19696,82.16116,129.2988,97.29613,101.316,1.517875,0.307954,0.0004530694,0.2891625,0.1220515,0.05,0.3931616,0.626405,0.4240915,0.1988629,83.7002,75.24879,129.2828,96.20163,101.3287
36.501111585174,-5.82306998742782,24.13993,21.75158,21.36587,21.11309,20.76995,6,1.206547,1.198515,1.160067,1.015398,1.007212,-9999,1.067846,1.742178,0.7250487,0.1538128,0.8101305,0.0979841,0.1660516,0.01456714,0.0006173642,0.05,0.1457412,0.9997858,0.2333321,0.134265,-3.880702,72.71581,126.0461,156.481,158.0357,0.9396948,0.1628435,0.2020032,0.01930771,0.0002833774,0.05,0.1981344,0.4765197,0.2436774,0.571639,-3.880702,72.77714,161.4377,156.4009,158.063
36.4679564262223,-5.87585399755001,23.6263,21.58855,21.39942,21.09582,21.65278,6,1.21643,1.201249,1.125825,1.00197,1.031704,0.7584327,1.44623,1.069842,1.132039,-9999,4.109634,0.09781024,0.001593246,0.01608235,0.1149252,0.05,0.9998671,0.1712126,0.1055179,0.1505746,99.97073,65.97886,103.9767,133.0389,127.9879,2.424517,0.1547828,0.001610696,0.01285001,0.1636627,0.05,0.9996626,0.1344705,0.1345747,0.1996058,98.79489,67.69541,104.0701,133.1163,129.5472
36.4828778224681,-5.95523067139707,24.33457,22.68151,21.41018,20.33041,19.76016,6,1.217865,1.162191,1.066817,0.9631599,0.9908023,2.762892,5.180923,4.167922,3.119913,0.9710411,2.639526,0.003075804,0.2392489,0.09213403,0.06379353,0.05,0.09070204,0.09904559,0.9121073,0.3764664,176.0647,78.0947,63.93764,100.0356,72.24686,2.198173,4.807736E-05,0.3098134,0.1428157,0.1172858,0.06008869,0.1730426,0.05003636,0.8100486,0.1993755,176.0592,77.91319,64.43695,100.6517,72.36081
36.4757335850391,-5.78561717716949,23.23182,22.59869,21.42802,20.00471,19.42941,6,1.211392,1.189289,1.171397,1.046911,1.002892,0.03388684,0.647173,1.235767,1.08353,1.50597,0.00610599,0.0009697603,0.0004665343,0.02707336,0.2426306,0.263171,0.1019513,0.8315289,0.9997554,0.1501236,132.1259,64.21383,63.00839,64.62874,69.06317,0.01379339,0.001567401,0.0001267667,0.03961074,0.264189,0.4023153,0.1904083,0.7743312,0.9997463,0.1656093,132.3633,64.31569,62.96905,64.61401,69.73094
36.4816889380031,-5.82111495599929,23.13929,21.71437,21.43375,21.13428,21.62943,6,1.211162,1.20071,1.158481,1.023999,1.015773,2.400282,1.258344,1.101908,0.7657153,2.469877,9.930587,0.199817,0.2364733,0.1019693,17.1193,0.05,0.1999482,0.09857275,0.1523547,0.840893,26.7106,43.65773,125.2868,123.9541,154.7679,4.247941,0.1979963,0.3312518,0.1331682,4.884921,0.05,0.6689816,0.1485927,0.5982242,0.716083,26.61114,45.2921,123.8945,124.4629,152.2105
36.45843988128,-5.97582317869278,24.63511,25.11426,21.43644,20.62736,20.54287,6,1.229441,1.156432,1.048758,0.961051,0.9774848,-9999,-9999,1.175095,0.9715933,0.7965044,15.11532,0.01674134,0.3282387,0.1521089,0.0500384,0.1712649,0.05,0.4325309,0.5783359,0.2455635,12.07841,120.0155,8.372556,168.8176,161.1914,0.0001045185,0.0396063,0.425145,0.2103366,0.06799372,0.09049764,0.05,0.4997082,0.6648964,0.3400868,93.0058,96.68708,4.684348,165.7693,161.1964
36.5548307515792,-5.97888808093934,24.04796,22.79331,21.439,20.75674,20.25879,6,1.225102,1.120268,1.05881,0.9204038,0.9480079,0.6408585,1.603656,0.9942142,0.9821132,0.8179789,4.281348,0.1055082,0.02349599,0.0816436,0.08244018,0.05,0.1002033,0.6011906,0.1991055,0.1540638,47.66904,82.18153,98.25968,38.84429,41.67633,2.737932,0.1960671,0.02821106,0.1289317,0.1277305,0.05,0.164403,0.6999511,0.3478742,0.3250075,46.23452,84.48177,98.16329,38.98266,41.22855
36.3568842045252,-5.89686600721756,24.25918,22.01638,21.47527,21.37399,21.49751,6,1.209581,1.167893,1.090354,1.036687,0.9938775,-9999,3.646993,4.567373,4.559685,5.750694,0.3046572,0.1409321,0.001396064,4.925235E-05,0.001435022,0.05912884,0.07886755,0.3222472,0.6589111,0.3006108,159.06,63.65316,85.3328,130.6772,41.26062,0.5875629,0.1691288,6.542815E-05,0.0002741109,0.002086293,0.05,0.1973607,0.3625086,0.3643934,0.06001471,158.6832,64.64883,84.08396,130.7036,41.26825
36.5450488200183,-5.86699568521973,23.98428,22.50982,21.49528,21.00909,20.46927,6,1.20199,1.198047,1.145709,0.9866279,0.9562909,2.398825,1.149564,0.963593,2.037761,1.618287,29.38109,0.1893241,0.1747524,0.06508413,0.06291177,0.1500035,0.08303894,0.05,0.9723898,0.3500899,158.6876,80.17666,65.37296,103.1136,120.2373,12.6342,0.2419068,0.2256732,0.08732942,0.09535888,0.3499611,0.06065642,0.1961702,0.9962193,0.3497975,176.0522,76.10574,71.97202,118.0206,120.152
36.3929855481593,-5.86014996036142,23.54353,21.76826,21.55419,21.52882,21.8501,6,1.213286,1.192208,1.121043,1.033284,1.039335,0.07813606,1.414995,1.086372,1.947964,2.062582,0.03519893,0.2098645,0.0133837,0.1384216,2.644712,0.05150594,0.2142785,0.05,0.05393315,0.05,42.29615,73.24178,103.5367,98.80878,143.8863,0.02406441,0.311131,0.07036043,0.1991489,1.734452,0.05,0.1499177,0.3013166,0.1501406,0.05,42.48436,72.40482,125.1107,98.94298,142.8724
36.4695882199154,-5.90173419445126,24.41221,22.96145,21.55732,19.9661,19.10028,6,1.216034,1.195686,1.111164,0.990091,1.023848,0.5889437,1.360599,0.8801583,1.091481,1.010321,0.3353306,0.3090409,9.702531E-05,0.0004420884,9.370762E-05,0.05,0.05,0.5490608,0.60207,0.1717005,109.0144,79.60429,55.04911,64.13976,38.14455,0.3433776,0.4000577,0.007864478,0.001514969,0.0002154344,0.05,0.05015368,0.4535576,0.1284058,0.3815655,109.6436,74.62875,56.16912,64.11309,38.12949
36.4143664556346,-5.80768915322892,23.00103,22.7815,21.57273,20.60802,19.97906,6,1.218666,1.18675,1.156556,1.060891,1.026019,2.380958,0.9050859,1.734035,1.336687,1.585843,0.007311966,0.3686548,0.001598699,0,0.07156042,0.05,0.05,0.5450138,0.7775042,0.9996405,71.04904,73.49882,98.7393,87.24499,70.10872,0.02304343,0.1198917,0.0002959966,0.0001532588,0.1226137,0.05,0.0910057,0.6343164,0.6496502,0.9999211,70.86768,72.42462,98.52797,87.03565,70.6399
36.5159511447228,-5.83429617678353,23.82475,22.78919,21.60638,21.05511,21.78516,6,1.205963,1.196665,1.154878,0.999108,0.995729,0.3270428,0.9854418,1.302591,1.46028,1.166708,8.863609E-05,0.002657507,0.1894782,0.3167875,0.4473238,0.06325414,0.1761468,0.1423759,0.4962558,0.05,70.54689,117.0755,98.66734,125.9109,138.7294,0.005916866,0.0005851504,0.2703653,0.3912748,0.5871727,0.05,0.3765057,0.2717081,0.5618657,0.05,70.60044,117.3272,98.28265,125.0747,139.398
36.5101660632769,-5.99287980433967,22.9581,21.69018,21.61116,21.3837,21.11847,6,1.230363,1.22441,1.075048,1.079754,0.9625139,0.3371134,1.289255,0.9101492,1.561105,1.91111,0.004503228,0.09803952,0.07866053,0.3820314,0.9765735,0.05,0.2999575,0.3234973,0.1293391,0.05,118.8719,98.69598,123.3929,145.0082,168.5352,0.09135574,0.1575438,0.133019,0.1635338,0.8781929,0.07490573,0.09686799,0.09629284,0.07851472,0.05,176.051,97.46439,122.5912,83.31719,166.7449
36.4768125874564,-5.93689368554256,23.59091,22.68708,21.62698,21.26297,21.05742,6,1.216119,1.17711,1.082592,0.9719073,1.003295,-9999,1.71216,1.854603,1.619964,2.027172,0.3663124,0.3879387,0.1703458,0.2408988,0.2431941,0.3194419,0.05,0.8665728,0.05,0.05,84.1999,147.0438,71.11265,41.56389,-3.877858,1.137923,0.486698,0.2045656,0.3077851,0.3496129,0.05,0.05334184,0.8303565,0.1323326,0.05,90.6987,143.9555,72.42879,43.75052,2.482143
36.5559281371289,-5.81107373983289,23.61446,21.9078,21.64005,21.43186,21.37932,6,1.192621,1.18485,1.168618,1.001076,0.9611268,0.6592617,0.8472412,1.125108,0.6979914,-9999,6.373882,0.02074709,0.2173207,0.0001486352,0.07869016,0.05,0.3048389,0.05,0.2377019,0.3010366,26.28345,40.91049,97.24123,132.4112,37.73313,4.155805,0.05881363,0.2098653,0.0002848477,0.1265918,0.05,0.1084173,0.1500714,0.2521697,0.399924,25.10836,40.96841,97.06381,132.4091,37.71636
36.4496490806321,-5.99544422175963,25.41809,22.03237,21.66813,21.35186,22.11912,6,1.216758,1.236482,1.145475,1.022339,0.965557,1.486401,1.148977,0.8238965,1.269096,2.015032,0.6115879,0.1291202,0.1116991,0.2749173,29.64925,0.1130986,0.1676435,0.1532483,0.05,0.05,112.7679,66.71831,56.07911,176.0638,51.42052,1.149179,0.16398,0.1960371,0.3159628,8.220033,0.06785169,0.2463012,0.1769837,0.06156839,0.05,113.3914,64.72115,54.03544,176.0638,49.10863
36.5230271934537,-5.81103707280905,23.87259,24.02546,21.66891,20.92919,20.65254,6,1.194256,1.189434,1.166005,1.009457,0.9932406,0.446731,0.4665841,1.170252,1.238955,0.7818577,0.0001224378,8.589589E-05,0.1360659,0.2553283,0.06726126,0.06177543,0.08341569,0.1457218,0.08808298,0.345918,47.32187,68.8189,81.23742,11.28678,43.18177,0.08231704,0.008146307,0.194178,0.330581,0.1187037,0.1392988,0.2147145,0.2903852,0.0687901,0.1493666,7.051442,68.98643,81.51245,6.0459,43.15119
36.5301284332076,-5.9465904268759,24.21631,22.23586,21.6839,21.5947,22.426,6,1.217555,1.153691,1.073185,0.9507149,0.9762229,0.7440244,1.856241,1.453803,2.411906,2.556071,0.01598732,0.07990899,0.1840829,0.000384943,8.644594,0.05263656,0.2495391,0.09648183,0.3117129,0.09999266,38.24114,69.28556,27.7049,97.95317,58.07314,0.1378049,0.1410251,0.2518464,0.0001167017,0.03751849,0.2391904,0.09709854,0.09780448,0.3036561,0.1123096,46.0097,69.20699,29.11485,97.97918,160.2489
36.4198097862484,-5.94003480211788,23.1402,23.74127,21.725,21.25101,20.99815,6,1.215469,1.188722,1.074958,0.9916512,1.006487,-9999,4.480971,2.194369,3.836313,4.366427,0.004927836,0.001836999,0.3506897,0.1239081,0.0005990002,0.05,0.05,0.5478773,0.08968352,0.09762593,11.29566,53.54216,63.50383,39.01871,129.6179,0.01170122,4.357044E-05,0.001286602,0.1729853,0.0002015139,0.05,0.6030759,0.6437011,0.2488124,0.05,11.23955,53.94271,99.03905,40.62364,129.6101
36.3427305696467,-5.85291088634839,23.52302,22.03147,21.73007,21.70076,21.5062,6,1.199342,1.146407,1.117248,1.056716,1.005735,1.589325,1.166756,1.003121,1.016237,1.900213,19.12274,0.2901966,7.296011E-08,0.2572826,2.506129,0.05,0.09999104,0.1490505,0.09988133,0.05,142.5135,85.1962,112.1214,38.21901,81.33911,8.216075,0.4127744,0.0001743717,0.3789995,1.613455,0.05,0.1924435,0.4565063,0.2675344,0.05,141.6366,85.93844,112.1685,36.2069,80.28154
36.4623709247462,-5.90010754061562,23.80938,23.12708,21.73255,21.29615,20.90393,6,1.216011,1.197369,1.110284,0.9967859,1.031586,1.970061,1.157955,0.9492685,1.071367,0.9019814,0.04684235,0.1521526,0.1916168,0.2353004,0.0008667967,0.3897942,0.08844366,0.09999596,0.09992777,0.281101,12.02771,6.538369,12.21396,28.83972,39.16284,0.06918044,0.2239197,0.2823178,0.326926,0.00309416,0.2598565,0.1725392,0.09235518,0.09275986,0.1117304,12.26405,7.776195,7.576574,27.60414,39.15274
36.410875892357,-5.99988192626341,23.66649,22.72752,21.73719,21.5916,21.08586,6,1.266069,1.227701,1.172553,1.002812,0.9638578,-9999,2.405734,1.151846,2.058748,0.7238255,0.07559475,0.3900531,0.3114252,0.1957995,0.06300753,0.9984526,0.05,0.05,0.09974305,0.3038698,133.2695,145.6525,22.41998,97.72168,134.7572,0.09721006,0.3432173,0.4286993,0.3041107,0.09719297,0.9982095,0.2927969,0.05244379,0.08775683,0.3428467,131.442,145.9214,18.55802,94.58141,134.7778
36.5150042329801,-5.83865572173604,25.05253,23.84328,21.73889,21.93238,22.69827,6,1.205963,1.196665,1.154878,0.999108,0.995729,-9999,0.6961625,1.363912,1.002734,0.3286793,0.002997959,0.0008372319,0.4601521,0.1159542,0.2054426,0.05,0.05,0.3908862,0.1928302,0.1744347,129.7299,131.5181,149.3772,47.3763,-2.975836,0.01513742,0.003428132,0.5282734,0.1942283,0.2095337,0.05,0.05,0.415119,0.1997792,0.2878768,129.709,60.51424,151.3643,49.32277,4.662933
36.4402079013564,-5.99646427551689,25.09892,22.63237,21.74449,21.26026,21.31896,6,1.231689,1.233653,1.15466,1.015773,0.9645916,2.412605,0.9440253,1.082139,0.7218597,0.6913506,0.003202,0.153948,0.2460688,0.1521586,0.0786981,0.3978914,0.09981379,0.1001237,0.1450381,0.1981121,115.9445,43.00061,82.2476,9.978202,125.3318,46.16785,0.1983978,0.3474054,0.2625529,0.1664919,0.9991693,0.1791171,0.1482258,0.09344999,0.2993846,112.8863,41.45332,79.90079,8.876378,127.2747
36.3956844435687,-6.00549482249593,22.15385,21.7791,21.74789,21.46522,20.99045,6,1.293437,1.223482,1.179015,0.9949784,0.9626783,2.298435,1.27621,0.8280905,0.7991298,0.1613601,7.751884,0.3671142,0.1521368,0.171438,0.002208883,0.1004631,0.08570626,0.1963697,0.3986574,0.09816223,45.43002,41.15045,119.1312,72.00494,41.53239,3.583315,0.5142115,0.2576028,0.22041,0.007071159,0.1697777,0.2896454,0.09688693,0.5768815,0.05,46.01468,47.54057,118.8842,66.79664,41.48966
36.3924470002134,-5.81365113724121,23.45809,22.5487,21.75368,21.56757,21.6269,6,1.21244,1.178237,1.149804,1.064301,1.028756,0.6360951,0.9597346,0.8862429,0.9150419,0.7476259,0.1521913,0.00668851,0.0005403809,0.09803697,0.1521622,0.08902466,0.08142434,0.06375667,0.1000617,0.1427082,133.499,43.34765,131.3029,107.0193,46.0402,0.3040955,0.0020629,0.0005444691,0.1625176,0.2584166,0.08594294,0.2584121,0.3332702,0.2001388,0.1370797,134.7726,43.37807,131.2992,107.4959,48.69722
36.370758420235,-6.00466497055089,24.05744,22.84034,21.76807,20.61044,19.98401,6,1.324326,1.219719,1.185659,0.9854336,0.9656373,2.302693,1.029206,0.9692267,0.9301158,2.047193,29.68059,9.279985E-05,0.1893481,3.290672E-05,0.1895408,0.6213036,0.8422616,0.0761336,0.359206,0.09942711,126.0695,60.87604,99.55335,61.5349,41.58965,30.58308,0.003884866,0.2932011,0.0009099164,0.3042634,0.1001098,0.1502921,0.2711741,0.162357,0.0771888,137.6395,60.75684,95.41084,61.38403,41.04956
36.5304071777557,-6.00300222027885,23.41191,23.75695,21.77269,19.99316,19.03705,6,1.260787,1.225114,1.075139,1.078603,0.9548003,-9999,1.020693,0.9224997,1.169038,1.314549,0.01009563,0.2357792,0.1521954,0.06540971,0.0001346528,0.09405469,0.05,0.1263728,0.2073919,0.2782308,68.6739,78.52989,73.37866,37.33495,58.2602,0.005073078,0.3790402,0.2633546,0.1009412,6.323418E-05,0.05931161,0.08863874,0.1426024,0.3964299,0.1847378,68.67126,80.2859,72.35616,37.26476,58.35077
36.5673186719324,-5.97069990513187,25.31485,23.36147,21.77351,20.91326,20.34043,6,1.223051,1.12514,1.067197,0.9250411,0.9419154,1.962979,1.605895,1.6562,1.281148,1.244776,0.0006803642,2.142482,0.148707,0.2445056,0.3426297,0.3112213,0.3516762,0.1478014,0.05,0.05,137.4913,87.38328,125.5323,76.16399,117.9368,1.295606,1.137061,0.2148496,0.2937342,0.08892328,0.1900754,0.5451598,0.135945,0.1492584,0.1633363,26.52256,90.11015,130.6759,74.13831,102.3351
36.4557161763849,-5.80731026068877,24.35203,23.77832,21.78714,20.62827,19.98126,6,1.218248,1.197291,1.161736,1.042943,1.019059,0.06065407,0.9615063,0.9128073,1.390728,1.016172,0.5685193,0.6305189,0.0001881757,0,0.1521341,0.05,0.05,0.2373866,0.6324156,0.1166878,169.8332,55.22119,64.58218,100.6748,78.04209,0.9127482,1.081691,0.0005186799,0.001732996,0.2443121,0.05,0.05,0.4353882,0.323287,0.09396034,170.2149,55.09715,63.98748,100.6375,78.41245
36.5303013903925,-5.93955580774666,24.46209,23.02507,21.78779,20.85518,20.40586,6,1.216036,1.160333,1.080314,0.9563178,0.9788151,1.803865,0.9262553,1.041435,1.445228,1.462422,12.32405,0.3700582,0.1521299,0.2087682,0.1599384,0.05,0.05,0.1493162,0.05,0.1491098,169.0624,70.13783,78.33386,48.45326,64.81982,5.293714,0.3042817,0.2353248,0.2222276,0.2632948,0.05,0.1787125,0.1505636,0.2510729,0.1421122,168.52,73.35773,79.30731,45.17787,63.80314
36.5418541547165,-5.85567090153179,25.21467,22.27525,21.7937,21.35914,21.47885,6,1.198939,1.19677,1.151879,0.9905592,0.9591978,-9999,0.879015,0.8320212,1.755081,0.8063356,4.699027,0.0002585562,0.001109511,0.1650125,0.2555809,0.9784322,0.6621029,0.8307733,0.3788162,0.05,55.67292,92.83823,81.96489,127.3972,60.05581,1.416215,0.0008128154,0.000431665,0.225915,0.3218749,0.9844118,0.8145055,0.7901213,0.5101268,0.1000494,55.32425,92.68607,81.90373,122.8945,57.81239
36.4569084483008,-5.89695182114557,24.52227,23.3383,21.7981,21.05509,20.84125,6,1.216011,1.197369,1.110284,0.9967859,1.031586,0.4476838,0.9711404,0.9861938,1.016585,0.9313669,5.104087,0.2069699,2.941304E-05,0.1221265,5.180391E-07,0.05,0.09955964,0.481218,0.138978,0.5505614,27.71938,67.92497,95.42713,98.80951,104.3513,1.21173,0.326591,0.0003570015,0.1960566,0.0001735322,0.05,0.1019475,0.4120551,0.06711622,0.480789,31.64805,68.38732,95.45769,98.7843,104.3328
36.54908731422,-5.78483624477091,25.71603,23.09377,21.80691,21.2499,21.39376,6,1.18602,1.161445,1.173073,1.004477,0.9694194,-9999,0.6464528,0.8553202,1.058827,0.4839288,0.0610807,0.0001434976,0.1766766,0.07873335,0.1521105,0.08582589,0.1261484,0.1000063,0.8898208,0.05,120.4663,39.00361,90.85892,52.84724,98.20473,0.1113347,0.0004587499,0.2705189,0.107226,0.2599749,0.08536991,0.4861226,0.1464594,0.8907461,0.05,120.4883,39.02877,90.23116,52.6973,97.2602
36.5230502614343,-5.83787327788698,24.63464,25.11437,21.80885,20.81826,22.8269,6,1.205963,1.196665,1.154878,0.999108,0.995729,-9999,-9999,0.9789224,1.066955,-9999,0.003481124,2.222014E-05,0.05749684,0.1895353,0.03960743,0.05168293,0.2740126,0.05,0.3116001,0.05,63.58241,102.5019,32.67173,13.05082,61.13762,0.0001654502,0.005567948,0.06077136,0.2834386,0.03960743,0.1716805,0.05742398,0.439891,0.4173751,0.05,63.51791,102.5562,-3.892457,11.56706,61.18943
36.4215893537276,-6.00427788641303,23.84067,22.05478,21.81997,21.76712,22.22114,6,1.26414,1.228045,1.166571,1.005807,0.9619265,2.290239,1.27278,1.403034,0.673271,1.790809,9.893183,0.08793158,0.1569308,0.09795393,6.374651,0.05,0.249527,0.1000217,0.08786054,0.05,61.10659,76.92728,36.24513,161.8409,88.40687,3.412004,0.1571506,0.2499077,0.1703941,2.812012,0.05,0.3457886,0.09920116,0.245138,0.05,61.57154,77.20252,28.84102,161.3803,88.31751
36.4535167479103,-5.87870374417665,24.8433,22.92557,21.84124,20.93624,20.56393,6,1.216477,1.200893,1.121071,1.004818,1.036372,1.860031,1.015285,0.9590635,0.662394,1.332186,0.003678469,0.5903589,6.610426E-05,0.0002957783,0.1007171,0.4359262,0.05,0.2593847,0.2385439,0.08436608,110.1006,-3.875328,57.98252,71.46494,71.73553,0.03383012,0.4859242,0.002087406,1.121922E-05,0.1362216,0.05,0.06253582,0.09894166,0.3193236,0.2577362,110.0749,168.2283,57.92928,71.48584,71.58838
36.4190999225049,-5.92325572450833,25.70965,23.34642,21.84928,20.16043,19.20212,6,1.21465,1.193738,1.087031,0.9973988,1.017829,-9999,1.528159,0.7549441,1.189071,1.167085,0.0001212274,0.2360676,0.0002250325,0.1021711,0.08974263,0.130343,0.09341698,0.2790632,0.1380625,0.5702951,132.2741,103.8583,52.27679,109.5195,73.83153,2.945966E-05,0.396216,0.0289724,0.1579162,0.1388699,0.08057684,0.08714392,0.2695498,0.099795,0.6479025,132.2874,104.0218,9.277601,110.6052,73.97472
36.4229773351832,-5.95720377046185,24.61645,23.86928,21.889,21.03165,20.49803,6,1.217649,1.1827,1.063739,0.9871624,0.9941576,1.971987,0.7630267,1.024045,1.095487,1.536774,23.82414,2.293061,0.2248256,3.284264E-06,0.2841386,0.05,0.05,0.05,0.3681938,0.3286227,144.6253,36.28457,167.8437,15.7796,-3.877065,7.778672,1.595204,0.2637697,0.000933813,0.2145132,0.05,0.05,0.1439114,0.2336053,0.1793759,143.3057,41.12325,161.3896,15.75584,-3.871836
